date,spot_price,front_price,basis,tau,tau_days,tau_bin,basis_var_21d,basis_vol_21d,structure,year,month_number,month_short,period_label
2020-02-19,53.31,53.290000915527344,-0.019999084472658524,0.003968253968253968,1,0-7d,0.0038733251964541,0.06223604419027691,Backwardation,2020,2,Feb,2020-02
2020-02-20,53.77,53.779998779296875,0.009998779296871874,0.0,0,,0.003564751668037531,0.05970554135118055,Contango,2020,2,Feb,2020-02
2020-02-21,53.36,53.380001068115234,0.020001068115234943,0.1111111111111111,28,22-30d,0.0035228537652268596,0.059353633125756165,Contango,2020,2,Feb,2020-02
2020-02-24,51.36,51.43000030517578,0.07000030517578182,0.0992063492063492,25,22-30d,0.0034590447936465978,0.05881364462135124,Contango,2020,2,Feb,2020-02
2020-02-25,49.78,49.900001525878906,0.12000152587890511,0.09523809523809523,24,22-30d,0.0036562166207473,0.0604666570991592,Contango,2020,2,Feb,2020-02
2020-02-26,48.67,48.72999954223633,0.05999954223632642,0.09126984126984126,23,22-30d,0.00369907393071709,0.06082001258399319,Contango,2020,2,Feb,2020-02
2020-02-27,47.17,47.09000015258789,-0.07999984741211108,0.0873015873015873,22,22-30d,0.0030528880103575006,0.05525294571656339,Backwardation,2020,2,Feb,2020-02
2020-02-28,44.83,44.7599983215332,-0.07000167846679517,0.08333333333333333,21,15-21d,0.0032047957004353216,0.05661091502912951,Backwardation,2020,2,Feb,2020-02
2020-03-02,46.78,46.75,-0.030000000000001137,0.07142857142857142,18,15-21d,0.003131459853026426,0.05595944829094034,Backwardation,2020,3,Mar,2020-03
2020-03-03,47.27,47.18000030517578,-0.08999969482422188,0.06746031746031746,17,15-21d,0.0034847914569217015,0.059032122246465965,Backwardation,2020,3,Mar,2020-03
2020-03-04,46.78,46.779998779296875,-1.2207031261368684e-06,0.06349206349206349,16,15-21d,0.003322881056541727,0.057644436475185766,Backwardation,2020,3,Mar,2020-03
2020-03-05,45.9,45.900001525878906,1.5258789076710855e-06,0.05952380952380952,15,15-21d,0.003284784888509377,0.05731304291790287,Contango,2020,3,Mar,2020-03
2020-03-06,41.14,41.279998779296875,0.13999877929687443,0.05555555555555555,14,8-14d,0.0036314412373690446,0.06026144071766825,Contango,2020,3,Mar,2020-03
2020-03-09,31.05,31.1299991607666,0.07999916076660085,0.04365079365079365,11,8-14d,0.0039147702218986,0.06256812464744808,Contango,2020,3,Mar,2020-03
2020-03-10,34.47,34.36000061035156,-0.10999938964843636,0.03968253968253968,10,8-14d,0.004536187861541592,0.06735122761718298,Backwardation,2020,3,Mar,2020-03
2020-03-11,33.13,32.97999954223633,-0.15000045776367443,0.03571428571428571,9,8-14d,0.005625713469423315,0.07500475631200541,Backwardation,2020,3,Mar,2020-03
2020-03-12,31.56,31.5,-0.05999999999999872,0.031746031746031744,8,8-14d,0.005625705818179118,0.07500470530692803,Backwardation,2020,3,Mar,2020-03
2020-03-13,31.72,31.729999542236328,0.009999542236329262,0.027777777777777776,7,0-7d,0.005535712630015299,0.07440236978763042,Contango,2020,3,Mar,2020-03
2020-03-16,28.96,28.700000762939453,-0.2599992370605477,0.015873015873015872,4,0-7d,0.008582836511665087,0.09264359941013241,Backwardation,2020,3,Mar,2020-03
2020-03-17,26.96,26.950000762939453,-0.009999237060547728,0.011904761904761904,3,0-7d,0.008509982911035151,0.09224956862248815,Backwardation,2020,3,Mar,2020-03
2020-03-18,20.48,20.3700008392334,-0.10999916076660199,0.007936507936507936,2,0-7d,0.008861401989320004,0.09413501999426145,Backwardation,2020,3,Mar,2020-03
2020-03-19,25.09,25.219999313354492,0.12999931335449233,0.003968253968253968,1,0-7d,0.009975677218622683,0.09987831205333159,Contango,2020,3,Mar,2020-03
2020-03-20,19.48,22.43000030517578,2.950000305175781,0.0,0,,0.42913575484218985,0.6550845402252978,Contango,2020,3,Mar,2020-03
2020-03-23,23.33,23.360000610351562,0.030000610351564205,0.11904761904761904,30,22-30d,0.4290362363841049,0.6550085773362856,Contango,2020,3,Mar,2020-03
2020-03-24,21.03,24.010000228881836,2.980000228881835,0.11507936507936507,29,22-30d,0.8163434378059314,0.9035172592739618,Contango,2020,3,Mar,2020-03
2020-03-25,20.75,24.489999771118164,3.739999771118164,0.1111111111111111,28,22-30d,1.3884757807819768,1.1783360220166303,Contango,2020,3,Mar,2020-03
2020-03-26,16.6,22.600000381469727,6.000000381469725,0.10714285714285714,27,22-30d,2.8454731273330536,1.6868530248166418,Contango,2020,3,Mar,2020-03
2020-03-27,15.48,21.510000228881836,6.0300002288818355,0.10317460317460317,26,22-30d,4.135265172508516,2.033535141695003,Contango,2020,3,Mar,2020-03
2020-03-30,14.1,20.09000015258789,5.990000152587891,0.09126984126984126,23,22-30d,5.229816449647218,2.286879194371058,Contango,2020,3,Mar,2020-03
2020-03-31,20.51,20.479999542236328,-0.030000457763673438,0.0873015873015873,22,22-30d,5.229816510442606,2.2868792076632745,Backwardation,2020,3,Mar,2020-03
2020-04-01,20.28,20.309999465942383,0.029999465942381676,0.08333333333333333,21,15-21d,5.2138451917817,2.283384591299,Contango,2020,4,Apr,2020-04
2020-04-02,25.18,25.31999969482422,0.13999969482421903,0.07936507936507936,20,15-21d,5.196525067328037,2.2795887934730765,Contango,2020,4,Apr,2020-04
2020-04-03,28.36,28.34000015258789,-0.019999847412108807,0.07539682539682539,19,15-21d,5.199165246974735,2.280167811143455,Backwardation,2020,4,Apr,2020-04
2020-04-06,26.21,26.079999923706055,-0.13000007629394617,0.06349206349206349,16,15-21d,5.234213687896988,2.2878403982570523,Backwardation,2020,4,Apr,2020-04
2020-04-07,23.54,23.6299991607666,0.08999916076660242,0.05952380952380952,15,15-21d,5.2330017822486194,2.2875755249277825,Contango,2020,4,Apr,2020-04
2020-04-08,24.97,25.09000015258789,0.12000015258789176,0.05555555555555555,14,8-14d,5.203156611491854,2.281042878047639,Contango,2020,4,Apr,2020-04
2020-04-09,22.9,22.760000228881836,-0.13999977111816264,0.051587301587301584,13,8-14d,5.201703178209809,2.2807242661509544,Backwardation,2020,4,Apr,2020-04
2020-04-13,22.36,22.40999984741211,0.04999984741210994,0.03571428571428571,9,8-14d,5.187225101616503,2.2775480459512822,Contango,2020,4,Apr,2020-04
2020-04-14,20.15,20.110000610351562,-0.03999938964843608,0.031746031746031744,8,8-14d,5.193863055049585,2.2790048387508053,Backwardation,2020,4,Apr,2020-04
2020-04-15,19.96,19.8700008392334,-0.08999916076660242,0.027777777777777776,7,0-7d,5.168524960298323,2.2734390161819436,Backwardation,2020,4,Apr,2020-04
2020-04-16,19.82,19.8700008392334,0.05000083923339815,0.023809523809523808,6,0-7d,5.160719240250605,2.27172164673637,Contango,2020,4,Apr,2020-04
2020-04-17,18.31,18.270000457763672,-0.039999542236326846,0.01984126984126984,5,0-7d,5.15092596412681,2.269565148685274,Backwardation,2020,4,Apr,2020-04
2020-04-20,-36.98,-37.630001068115234,-0.6500010681152375,0.007936507936507936,2,0-7d,5.273163241577409,2.296336918132313,Backwardation,2020,4,Apr,2020-04
2020-04-21,8.91,10.010000228881836,1.1000002288818358,0.003968253968253968,1,0-7d,5.128775104090631,2.2646799120605614,Contango,2020,4,Apr,2020-04
2020-04-22,13.64,13.779999732971191,0.13999973297119084,0.0,0,,5.1164761559298135,2.261962898884465,Contango,2020,4,Apr,2020-04
2020-04-23,15.06,16.5,1.4399999999999995,0.10714285714285714,27,22-30d,4.956169451170668,2.226245595429819,Contango,2020,4,Apr,2020-04
2020-04-24,15.99,16.940000534057617,0.950000534057617,0.10317460317460317,26,22-30d,4.599315230097345,2.144601415204547,Contango,2020,4,Apr,2020-04
2020-04-27,12.17,12.779999732971191,0.6099997329711915,0.09126984126984126,23,22-30d,3.2874917281616582,1.8131441553725556,Contango,2020,4,Apr,2020-04
2020-04-28,12.4,12.34000015258789,-0.05999984741210973,0.0873015873015873,22,22-30d,1.8337216059605557,1.3541497723518459,Backwardation,2020,4,Apr,2020-04
2020-04-29,15.04,15.0600004196167,0.02000041961670007,0.08333333333333333,21,15-21d,0.22523295031437485,0.47458713669291,Contango,2020,4,Apr,2020-04
2020-04-30,19.23,18.84000015258789,-0.3899998474121098,0.07936507936507936,20,15-21d,0.23855293485938928,0.4884188109188561,Backwardation,2020,4,Apr,2020-04
2020-05-01,19.72,19.780000686645508,0.06000068664550895,0.07539682539682539,19,15-21d,0.2382314931708501,0.4880896364100042,Contango,2020,5,May,2020-05
2020-05-04,20.47,20.389999389648438,-0.08000061035156136,0.06349206349206349,16,15-21d,0.24081912831650895,0.49073325576784477,Backwardation,2020,5,May,2020-05
2020-05-05,24.56,24.559999465942383,-5.340576159085231e-07,0.05952380952380952,15,15-21d,0.24051342397082492,0.4904216797520527,Backwardation,2020,5,May,2020-05
2020-05-06,23.88,23.989999771118164,0.10999977111816506,0.05555555555555555,14,8-14d,0.2366962782653781,0.486514417325302,Contango,2020,5,May,2020-05
2020-05-07,23.68,23.549999237060547,-0.13000076293945284,0.051587301587301584,13,8-14d,0.24042581984411848,0.4903323565135371,Backwardation,2020,5,May,2020-05
2020-05-08,24.73,24.739999771118164,0.009999771118163636,0.047619047619047616,12,8-14d,0.24126915716108938,0.4911915686991068,Contango,2020,5,May,2020-05
2020-05-11,24.02,24.139999389648438,0.11999938964843793,0.03571428571428571,9,8-14d,0.23723297399823698,0.487065677294384,Contango,2020,5,May,2020-05
2020-05-12,25.76,25.780000686645508,0.02000068664550625,0.031746031746031744,8,8-14d,0.23758010643037716,0.48742189777478934,Contango,2020,5,May,2020-05
2020-05-13,25.37,25.290000915527344,-0.07999908447265724,0.027777777777777776,7,0-7d,0.2384162877004532,0.48827890359962633,Backwardation,2020,5,May,2020-05
2020-05-14,27.4,27.559999465942383,0.15999946594238423,0.023809523809523808,6,0-7d,0.23544011661562375,0.4852217190271101,Contango,2020,5,May,2020-05
2020-05-15,29.44,29.43000030517578,-0.009999694824220029,0.01984126984126984,5,0-7d,0.23627154906711306,0.48607771916342046,Backwardation,2020,5,May,2020-05
2020-05-18,31.83,31.81999969482422,-0.010000305175779545,0.007936507936507936,2,0-7d,0.23572299195454618,0.4855131223299183,Backwardation,2020,5,May,2020-05
2020-05-19,32.3,32.5,0.20000000000000284,0.003968253968253968,1,0-7d,0.2013990971467682,0.44877510753914174,Contango,2020,5,May,2020-05
2020-05-20,33.56,33.4900016784668,-0.0699983215332054,0.0,0,,0.16117332366980325,0.40146397555671576,Backwardation,2020,5,May,2020-05
2020-05-21,34.3,33.91999816894531,-0.38000183105468466,0.12698412698412698,32,31-45d,0.174222942271088,0.4174002183409683,Backwardation,2020,5,May,2020-05
2020-05-22,33.49,33.25,-0.240000000000002,0.12301587301587301,31,31-45d,0.08662293921933047,0.29431775213080585,Backwardation,2020,5,May,2020-05
2020-05-26,34.7,34.349998474121094,-0.3500015258789091,0.10714285714285714,27,22-30d,0.04861341091218545,0.2204844913189711,Backwardation,2020,5,May,2020-05
2020-05-27,32.8,32.810001373291016,0.010001373291018467,0.10317460317460317,26,22-30d,0.027756287255788936,0.1666021826261257,Contango,2020,5,May,2020-05
2020-05-28,33.67,33.709999084472656,0.039999084472654545,0.0992063492063492,25,22-30d,0.028151517950548266,0.16778414093873195,Contango,2020,5,May,2020-05
2020-05-29,35.57,35.4900016784668,-0.07999832153320341,0.09523809523809523,24,22-30d,0.02795627123241732,0.16720128956565292,Backwardation,2020,5,May,2020-05
2020-06-01,35.49,35.439998626708984,-0.050001373291017615,0.08333333333333333,21,15-21d,0.021965803398027783,0.14820864818905738,Backwardation,2020,6,Jun,2020-06
2020-06-02,36.88,36.810001373291016,-0.06999862670898693,0.07936507936507936,20,15-21d,0.02152626741061367,0.14671832677144894,Backwardation,2020,6,Jun,2020-06
2020-06-03,37.33,37.290000915527344,-0.039999084472654545,0.07539682539682539,19,15-21d,0.02145007476915664,0.14645844041623768,Backwardation,2020,6,Jun,2020-06
2020-06-04,37.42,37.40999984741211,-0.01000015258789233,0.07142857142857142,18,15-21d,0.02141483837417002,0.14633809611365736,Backwardation,2020,6,Jun,2020-06
2020-06-05,39.49,39.54999923706055,0.059999237060544885,0.06746031746031746,17,15-21d,0.02078150080110009,0.1441579023192974,Contango,2020,6,Jun,2020-06
2020-06-08,38.17,38.189998626708984,0.01999862670898267,0.05555555555555555,14,8-14d,0.02054577172532362,0.14333796330813278,Contango,2020,6,Jun,2020-06
2020-06-09,38.98,38.939998626708984,-0.0400013732910125,0.051587301587301584,13,8-14d,0.020436249114789484,0.14295540953314598,Backwardation,2020,6,Jun,2020-06
2020-06-10,39.54,39.599998474121094,0.0599984741210946,0.047619047619047616,12,8-14d,0.019659100154218817,0.14021091310671513,Contango,2020,6,Jun,2020-06
2020-06-11,36.43,36.34000015258789,-0.08999984741210909,0.04365079365079365,11,8-14d,0.019564807787797615,0.1398742570589657,Backwardation,2020,6,Jun,2020-06
2020-06-12,36.24,36.2599983215332,0.019998321533201135,0.03968253968253968,10,8-14d,0.019702897808882604,0.14036701111330468,Contango,2020,6,Jun,2020-06
2020-06-15,37.07,37.119998931884766,0.04999893188476534,0.027777777777777776,7,0-7d,0.01806337163427362,0.13440004328226096,Contango,2020,6,Jun,2020-06
2020-06-16,38.26,38.380001068115234,0.12000106811523636,0.023809523809523808,6,0-7d,0.019344820383708525,0.13908565844007256,Contango,2020,6,Jun,2020-06
2020-06-17,37.91,37.959999084472656,0.04999908447265966,0.01984126984126984,5,0-7d,0.019699100532189255,0.14035348421820262,Contango,2020,6,Jun,2020-06
2020-06-18,38.79,38.84000015258789,0.05000015258789148,0.015873015873015872,4,0-7d,0.01720624036664426,0.1311725595032904,Contango,2020,6,Jun,2020-06
2020-06-19,39.72,39.75,0.030000000000001137,0.011904761904761904,3,0-7d,0.01743005783209383,0.13202294433958753,Contango,2020,6,Jun,2020-06
2020-06-22,40.6,40.459999084472656,-0.14000091552734517,0.0,0,,0.012012869721648577,0.10960323773341998,Backwardation,2020,6,Jun,2020-06
2020-06-23,40.4,40.369998931884766,-0.030001068115232954,0.11507936507936507,29,22-30d,0.009672877808826131,0.09835078956890042,Backwardation,2020,6,Jun,2020-06
2020-06-24,37.91,38.0099983215332,0.09999832153320654,0.1111111111111111,28,22-30d,0.004401396093233624,0.06634301842118448,Contango,2020,6,Jun,2020-06
2020-06-25,38.66,38.720001220703125,0.06000122070312841,0.10714285714285714,27,22-30d,0.004556165954338403,0.06749937743667273,Contango,2020,6,Jun,2020-06
2020-06-26,38.53,38.4900016784668,-0.03999832153320426,0.10317460317460317,26,22-30d,0.004582826059910503,0.06769657347244765,Backwardation,2020,6,Jun,2020-06
2020-06-29,39.67,39.70000076293945,0.03000076293945142,0.09126984126984126,23,22-30d,0.004263321534451249,0.06529411561887678,Contango,2020,6,Jun,2020-06
2020-06-30,39.27,39.27000045776367,4.5776366874861196e-07,0.0873015873015873,22,22-30d,0.004099028859216682,0.06402365858974854,Contango,2020,6,Jun,2020-06
2020-07-01,39.88,39.81999969482422,-0.06000030517578381,0.08333333333333333,21,15-21d,0.004024756412677204,0.06344096793616255,Backwardation,2020,7,Jul,2020-07
2020-07-02,40.57,40.650001525878906,0.08000152587890597,0.07936507936507936,20,15-21d,0.004116203585388498,0.06415764635168981,Contango,2020,7,Jul,2020-07
2020-07-06,40.51,40.630001068115234,0.12000106811523636,0.06349206349206349,16,15-21d,0.004592883890592194,0.0677708188720794,Contango,2020,7,Jul,2020-07
2020-07-07,40.59,40.619998931884766,0.029998931884762214,0.05952380952380952,15,15-21d,0.004520028077450599,0.06723115406900732,Contango,2020,7,Jul,2020-07
2020-07-08,40.91,40.900001525878906,-0.00999847412109034,0.05555555555555555,14,8-14d,0.004562880359363021,0.0675490959181766,Backwardation,2020,7,Jul,2020-07
2020-07-09,39.64,39.619998931884766,-0.020001068115234943,0.051587301587301584,13,8-14d,0.004464781357398575,0.06681901942859216,Backwardation,2020,7,Jul,2020-07
2020-07-10,40.56,40.54999923706055,-0.010000762939455399,0.047619047619047616,12,8-14d,0.004414789480804636,0.06644388219245348,Backwardation,2020,7,Jul,2020-07
2020-07-13,40.06,40.099998474121094,0.039998474121091476,0.03571428571428571,9,8-14d,0.0038390747882905258,0.06196026781971271,Contango,2020,7,Jul,2020-07
2020-07-14,40.3,40.290000915527344,-0.009999084472653408,0.031746031746031744,8,8-14d,0.0038890714240079026,0.06236241996593704,Backwardation,2020,7,Jul,2020-07
2020-07-15,41.2,41.20000076293945,7.629394502828291e-07,0.027777777777777776,7,0-7d,0.0038628828878275517,0.06215209479838593,Contango,2020,7,Jul,2020-07
2020-07-16,40.74,40.75,0.00999999999999801,0.023809523809523808,6,0-7d,0.0033233486441479982,0.05764849212380145,Contango,2020,7,Jul,2020-07
2020-07-17,40.55,40.59000015258789,0.04000015258789347,0.01984126984126984,5,0-7d,0.0032914477332236054,0.057371140246848897,Contango,2020,7,Jul,2020-07
2020-07-20,40.83,40.810001373291016,-0.01999862670898267,0.007936507936507936,2,0-7d,0.0032647770048915468,0.05713822717665947,Backwardation,2020,7,Jul,2020-07
2020-07-21,41.76,41.959999084472656,0.19999908447265824,0.003968253968253968,1,0-7d,0.004989043551285009,0.07063316183836746,Contango,2020,7,Jul,2020-07
2020-07-22,41.88,41.900001525878906,0.020001525878903692,0.0,0,,0.0036861688535898044,0.060713827532035934,Contango,2020,7,Jul,2020-07
2020-07-23,40.99,41.06999969482422,0.07999969482421676,0.1111111111111111,28,22-30d,0.0036547299133803516,0.06045436223615589,Contango,2020,7,Jul,2020-07
2020-07-24,41.23,41.290000915527344,0.060000915527346876,0.10714285714285714,27,22-30d,0.003452841034967438,0.0587608801411912,Contango,2020,7,Jul,2020-07
2020-07-27,41.46,41.599998474121094,0.1399984741210929,0.09523809523809523,24,22-30d,0.004009008695762925,0.06331673314190274,Contango,2020,7,Jul,2020-07
2020-07-28,40.89,41.040000915527344,0.15000091552734318,0.09126984126984126,23,22-30d,0.00435283713312329,0.06597603453621087,Contango,2020,7,Jul,2020-07
2020-07-29,41.13,41.27000045776367,0.14000045776366932,0.0873015873015873,22,22-30d,0.00480331654973101,0.06930596330569982,Contango,2020,7,Jul,2020-07
2020-07-30,39.85,39.91999816894531,0.06999816894531108,0.08333333333333333,21,15-21d,0.004709980470005218,0.0686292974611078,Contango,2020,7,Jul,2020-07
2020-07-31,40.1,40.27000045776367,0.17000045776367045,0.07936507936507936,20,15-21d,0.0046990273842398384,0.06854945210751023,Contango,2020,7,Jul,2020-07
2020-08-03,40.83,41.0099983215332,0.17999832153320483,0.06746031746031746,17,15-21d,0.005365671453406113,0.07325074370548133,Contango,2020,8,Aug,2020-08
2020-08-04,41.67,41.70000076293945,0.03000076293945142,0.06349206349206349,16,15-21d,0.005262805395027451,0.07254519553373229,Contango,2020,8,Aug,2020-08
2020-08-05,42.25,42.189998626708984,-0.060001373291015625,0.05952380952380952,15,15-21d,0.005931389619219114,0.07701551544474083,Backwardation,2020,8,Aug,2020-08
2020-08-06,41.93,41.95000076293945,0.02000076293945341,0.05555555555555555,14,8-14d,0.005772825885343917,0.07597911479705405,Contango,2020,8,Aug,2020-08
2020-08-07,41.16,41.220001220703125,0.06000122070312841,0.051587301587301584,13,8-14d,0.005449008027355732,0.07381739650892419,Contango,2020,8,Aug,2020-08
2020-08-10,41.94,41.939998626708984,-1.3732910133512632e-06,0.03968253968253968,10,8-14d,0.005381392038825749,0.07335797188326398,Backwardation,2020,8,Aug,2020-08
2020-08-11,41.53,41.61000061035156,0.08000061035156136,0.03571428571428571,9,8-14d,0.005366151153303523,0.07325401800108662,Contango,2020,8,Aug,2020-08
2020-08-12,42.6,42.66999816894531,0.06999816894531108,0.031746031746031744,8,8-14d,0.005072824054407169,0.07122376046241288,Contango,2020,8,Aug,2020-08
2020-08-13,42.26,42.2400016784668,-0.019998321533201135,0.027777777777777776,7,0-7d,0.005229004895875984,0.07231185861168267,Backwardation,2020,8,Aug,2020-08
2020-08-14,42.05,42.0099983215332,-0.04000167846679403,0.023809523809523808,6,0-7d,0.00563616541701782,0.075074399211834,Backwardation,2020,8,Aug,2020-08
2020-08-17,42.89,42.88999938964844,-6.103515630684342e-07,0.011904761904761904,3,0-7d,0.005813312176061016,0.07624507968427219,Backwardation,2020,8,Aug,2020-08
2020-08-18,42.89,42.88999938964844,-6.103515630684342e-07,0.007936507936507936,2,0-7d,0.005665708859418799,0.07527090313938581,Backwardation,2020,8,Aug,2020-08
2020-08-19,42.91,42.93000030517578,0.02000030517578466,0.003968253968253968,1,0-7d,0.004765717186342862,0.06903417404693753,Contango,2020,8,Aug,2020-08
2020-08-20,42.62,42.58000183105469,-0.03999816894530994,0.0,0,,0.005151418567536884,0.07177338341987846,Backwardation,2020,8,Aug,2020-08
2020-08-21,42.32,42.34000015258789,0.02000015258789034,0.12698412698412698,32,31-45d,0.005159989625540061,0.07183306777202308,Contango,2020,8,Aug,2020-08
2020-08-24,42.44,42.619998931884766,0.1799989318847679,0.11507936507936507,29,22-30d,0.005965691638811006,0.0772378899168731,Contango,2020,8,Aug,2020-08
2020-08-25,43.17,43.349998474121094,0.17999847412109204,0.1111111111111111,28,22-30d,0.00637901971149514,0.07986876555634963,Contango,2020,8,Aug,2020-08
2020-08-26,43.21,43.38999938964844,0.17999938964843665,0.10714285714285714,27,22-30d,0.006699004634297341,0.08184744732914608,Contango,2020,8,Aug,2020-08
2020-08-27,42.88,43.040000915527344,0.1600009155273412,0.10317460317460317,26,22-30d,0.006879963075212705,0.08294554282909182,Contango,2020,8,Aug,2020-08
2020-08-28,42.96,42.970001220703125,0.010001220703124147,0.0992063492063492,25,22-30d,0.006991386676600228,0.08361451235640992,Contango,2020,8,Aug,2020-08
2020-08-31,42.61,42.61000061035156,6.103515630684342e-07,0.0873015873015873,22,22-30d,0.006448995217462989,0.08030563627456662,Contango,2020,8,Aug,2020-08
2020-09-01,42.76,42.7599983215332,-1.6784667948854803e-06,0.08333333333333333,21,15-21d,0.0056347377537352954,0.07506489028657336,Backwardation,2020,9,Sep,2020-09
2020-09-02,42.76,41.5099983215332,-1.2500016784667949,0.07936507936507936,20,15-21d,0.08499492632337459,0.2915388933287883,Backwardation,2020,9,Sep,2020-09
2020-09-03,41.39,41.369998931884766,-0.020001068115234943,0.07539682539682539,19,15-21d,0.08491301692567378,0.29139838181718475,Backwardation,2020,9,Sep,2020-09
2020-09-04,39.69,39.77000045776367,0.08000045776367415,0.07142857142857142,18,15-21d,0.08531587698947385,0.2920888169538058,Contango,2020,9,Sep,2020-09
2020-09-08,36.87,36.7599983215332,-0.11000167846679432,0.05555555555555555,14,8-14d,0.08540492501540352,0.2922412103304452,Backwardation,2020,9,Sep,2020-09
2020-09-09,38.05,38.04999923706055,-7.629394502828291e-07,0.051587301587301584,13,8-14d,0.08540492646857761,0.2922412128167032,Backwardation,2020,9,Sep,2020-09
